,Id,Immobilisations incorporelles,Immobilisations corporelles,Actifs financiers non courants,Stocks et travaux en-cours,Créances clients et comptes rattachés,Trésorerie et équivalents de trésorerie,Total actif,Capitaux propres,Provisions pour risques et charges non courantes,Dettes financières non courantes,Dettes financières courantes,Fournisseurs et comptes rattaches,Total passif,Chiffre d'affaires,Produits des activités ordinaires,Résultat opérationnel,Coût de l'endettement financier net,Quote part resultats des Sociétés Mises en Equivalence,RN des activités abandonnées,Résultat net
430,431,221996.0,985.0,344.0,53991.0,234522.0,36580.0,13197328.0,10434400,8075.0,191530.0,400.0,0.0,13197328.0,2 311 941,1 772 000,36 053,4 700,60,0,45 739
431,432,233657.0,226.0,10000.0,0.0,58105.0,57260.0,35339100.0,2474677,1815.0,187238.0,33700.0,0.0,35339100.0,2 510 437,1 865 000,29 121,3 557,67,0,52 561
432,433,268030.0,565186.0,10431.0,30124.0,57662.0,73460.0,38457500.0,2567999,2178.0,170684.0,6300.0,0.0,38457500.0,2 643 400,2 188 000,29 240,4 686,73,0,75 808
433,434,16648.0,602685.0,10411.0,27905.0,57736.0,83730.0,43809800.0,2569637,2538.0,626239.0,68299.0,0.0,43809800.0,3 370 100,2 276 000,3 200,0,0,0,-78 723
434,435,22660.0,657557.0,9402.0,31142.0,57680.0,91121.0,43606900.0,3322546,0.0,9892.0,136458.0,0.0,43606900.0,0,0,0,0,0,0,0
435,436,23506.0,732776.0,16989.0,29442.0,15770.0,105131.0,150565.0,24818500,946.0,16884.0,62962.0,39324.0,150565.0,44 033,5 549 200,226 000,27 952,0,0,-20 718
436,437,0.0,36347.0,1968.0,1969.0,25148.0,128168.0,179190.0,26933600,565.0,24996.0,22181.0,41037.0,179190.0,93 952,5 966 100,245 000,46 000,0,0,-1 942
437,438,557.0,47016.0,1726.0,2457.0,20947.0,145643.0,175684.0,29426000,743.0,71500.0,11837.0,57436.0,175684.0,85 814,6 883 400,293 000,103 000,0,0,1 546
438,439,1053.0,51979.0,2330.0,2592.0,0.0,98134.0,170193.0,28998800,0.0,56607.0,14964.0,47796.0,170193.0,70 451,6 389 400,296 000,227 000,0,0,-11 500
439,440,1687.0,519397.0,4398.0,0.0,16725.0,102223.0,64304782.0,93255,2474000.0,57370.0,17794.0,7567.0,64304782.0,0,0,0,0,0,0,0
440,441,0.0,6052.0,5184.0,6501.0,19447.0,120558.0,59311315.0,108950,2430000.0,47723.0,22112.0,10688.0,59311315.0,422 047,765 600,1 922 000,46 500,28 849,0,116 245
441,442,13714000.0,7127.0,6324.0,11774.0,22595.0,134626.0,55600574.0,107424,3812000.0,0.0,49943.0,10391.0,55600574.0,455 342,804 225,2 097 800,42 000,20 935,0,142 800
442,443,17254000.0,12708.0,7123.0,12232.0,0.0,823000.0,51810847.0,116540,1472000.0,7046000.0,79012.0,0.0,51810847.0,484 260,841 955,2 338 900,50 300,19 871,0,143 353
443,444,17213000.0,0.0,74100.0,0.0,2737000.0,1022500.0,7644000.0,32095584,42300.0,6005000.0,63225.0,7759.0,7644000.0,367 365,881 800,2 072 500,44 400,20 324,0,198 862
444,445,17013000.0,26777.0,2131.0,1915.0,3222000.0,1710900.0,8219000.0,28850453,37900.0,15474000.0,0.0,8605.0,8219000.0,0,0,0,0,0,0,0
445,446,201800.0,29115.0,1389.0,2081.0,3450000.0,2791700.0,11129000.0,27991692,45000.0,24730000.0,939967.0,6250.0,11129000.0,1 908 700,1 624 100,42 881,-12 913,962,400,31 775
446,447,192000.0,32348.0,1170.0,2100.0,2756000.0,833.0,0.0,27988165,42800.0,52000.0,1026622.0,0.0,0.0,2 224 800,1 775 300,36 033,-21 807,-147,-1 500,25 012
447,448,182500.0,0.0,0.0,2616.0,330700.0,439.0,742920.0,1924000,47240.0,51500.0,1085398.0,4540000.0,742920.0,2 576 200,1 527 200,27 188,-29 892,0,2 400,25 635
448,449,253300.0,12443000.0,1657000.0,158800.0,320500.0,237.0,731889.0,2001000,45368.0,160500.0,1352692.0,5314000.0,731889.0,2 591 600,1 446 700,29 100,-31 400,0,3 200,24 948
449,450,37094.0,14510000.0,2086000.0,198600.0,356200.0,664.0,657525.0,1672000,48862.0,148400.0,386.0,5814000.0,657525.0,0,0,0,0,0,0,0
450,451,43333.0,18533000.0,14549000.0,207000.0,360400.0,141719.0,489957.0,0,47157.0,47899.0,600.0,5098000.0,489957.0,1 780 453,1 329 270,314 100,-1 141,0,0,17 688
451,452,54705.0,127200.0,1581000.0,0.0,326306.0,197576.0,859110.0,294565,3916.0,38477.0,1915.0,389300.0,859110.0,1 749 494,1 410 300,340 300,-1 480,0,0,23 873
452,453,56879.0,119400.0,23100.0,0.0,364172.0,156879.0,889090.0,262565,6018.0,161995.0,0.0,414900.0,889090.0,2 003 255,1 534 239,461 600,-1 416,0,0,19 457
453,454,34596.0,154000.0,24700.0,0.0,383462.0,236809.0,927290.0,199220,7950.0,157194.0,1943.0,423000.0,927290.0,1 837 424,1 642 800,184 000,0,0,0,-27 400
454,455,31707.0,132200.0,11700.0,0.0,300034.0,103107.0,949690.0,36188,6171.0,49853.0,1709.0,384300.0,949690.0,0,0,0,0,0,0,0
455,456,31388.0,153317.0,28000.0,0.0,179895.0,162828.0,329676.0,391260,6481.0,33030.0,138940.0,260063.0,329676.0,1 741 149,4 987 469,29 867,-94,5 300,0,143 000
456,457,31900.0,175652.0,6264.0,0.0,198833.0,122133.0,361377.0,408530,8771.0,47619.0,0.0,292715.0,361377.0,1 865 029,4 891 000,46 020,-1 343,16 600,0,157 000
457,458,85392.0,211593.0,17293.0,4508000.0,186213.0,140293.0,394800.0,422870,0.0,64800.0,393531.0,253446.0,394800.0,1 614 637,5 332 000,45 427,-891,15 900,0,191 000
458,459,88622.0,212663.0,19084.0,4447000.0,182866.0,10738.0,400580.0,440050,43698.0,13339.0,27366.0,215887.0,400580.0,1 365 000,5 871 000,55 800,-858,16 100,0,194 000
459,460,88033.0,94384.0,18465.0,4694000.0,81359.0,21593.0,284834.0,127891,53735.0,11812.0,25972.0,91315.0,284834.0,0,0,0,0,0,0,0
460,461,0.0,102325.0,1541.0,3959000.0,61905.0,50301.0,303687.0,146942,41522.0,9689.0,23188.0,91960.0,303687.0,3 039 800,4 598 400,861 068,8 100,-169,0,1 225 800
461,462,685962.0,116211.0,1586.0,9549.0,46669.0,80300.0,343506.0,163534,46227.0,0.0,24400.0,102827.0,343506.0,3 181 400,4 590 000,680 000,5 300,-445,788 000,1 409 600
462,463,705626.0,75590.0,3074.0,11345.0,0.0,51620.0,340861.0,167407,283.0,433816.0,29400.0,97641.0,340861.0,3 487 600,4 354 500,2 127 000,28 000,-32,0,1 535 300
463,464,687356.0,67067.0,2990.0,17473.0,830164.0,37973.0,9424300.0,151209,422.0,395943.0,17200.0,87911.0,9424300.0,2 099 800,3 798 500,813 000,24 700,0,0,1 389 500
464,465,807873.0,69451.0,16412.0,14592.0,803858.0,23994.0,10306300.0,170377,299.0,310970.0,0.0,67888.0,10306300.0,0,0,0,0,0,0,0
465,466,2100.0,56181.0,2356.0,62026.0,763689.0,0.0,11822800.0,183022,0.0,383208.0,842.0,63719.0,11822800.0,15 477 700,2 311 941,594 500,20 770,2 154 612,0,29 136
466,467,1837.0,0.0,2386.0,67650.0,0.0,4610000.0,12907700.0,192173,41062.0,6567.0,767.0,0.0,12907700.0,13 665 200,2 510 437,-89 400,21 544,2 254 262,0,24 608
467,468,2343.0,2787452.0,0.0,70671.0,2034.0,5670000.0,21044.0,4148100,31739.0,6457.0,1058.0,1417574.0,21044.0,15 883 500,2 643 400,228 500,26 637,2 117 109,0,18 469
468,469,0.0,3025189.0,30402.0,78296.0,1643.0,19963000.0,16176.0,4597100,74836.0,15499.0,0.0,1533335.0,16176.0,13 100 200,3 370 100,138 000,20 576,2 058 070,0,19 700
469,470,135720.0,2801060.0,31581.0,0.0,2445.0,54300.0,18284.0,5112100,0.0,0.0,464000.0,1292384.0,18284.0,0,0,0,0,0,0,0
470,471,166898.0,2996230.0,26757.0,0.0,0.0,132800.0,14744.0,4906000,13208.0,578347.0,1068000.0,0.0,14744.0,3 130 942,44 033,356 510,6 673,9 100,0,3 154 118
471,472,195165.0,1466.0,43109.0,0.0,49288.0,45900.0,1672525.0,3123,12686.0,580779.0,1137000.0,1663.0,1672525.0,3 333 787,93 952,371 484,8 193,1 100,0,11 275 105
472,473,0.0,1985.0,138.0,0.0,79465.0,197000.0,1827322.0,3282,19969.0,474420.0,1718000.0,2087.0,1827317.0,3 612 502,85 814,278 425,8 829,-10 700,0,12 543 202
473,474,483059.0,3326.0,134.0,0.0,125988.0,39570.0,1865775.0,2308,20030.0,0.0,3395.0,2275.0,1865775.0,3 772 909,70 451,311 200,0,0,0,7 613 286
474,475,557677.0,0.0,173.0,164610.0,0.0,27623.0,2000748.0,3602,69600.0,393621.0,3438.0,0.0,2000748.0,0,0,0,0,0,0,0
475,476,643713.0,1226457.0,0.0,159041.0,29928.0,22333.0,668412.0,865222,66100.0,479975.0,16257.0,47347.0,668412.0,26 023 700,422 047,-39 983,21 500,430,0,198 300
476,477,675596.0,1211464.0,45401.0,184524.0,35293.0,120721.0,723278.0,897665,81200.0,574747.0,57433.0,49966.0,723278.0,26 937 400,455 342,5 146,12 000,498,0,185 300
477,478,2486.0,1264290.0,43835.0,154631.0,41783.0,82157.0,722736.0,943634,0.0,661989.0,56452.0,66145.0,722736.0,29 873 600,484 260,-27 052,163 300,476,0,338 200
478,479,2710.0,0.0,43710.0,1107000.0,46170.0,72230.0,1220994.0,1021382,3051.0,1384221.0,60168.0,0.0,1220994.0,27 992 100,367 365,-62 076,149 200,800,0,63 400
479,480,3588.0,294325.0,0.0,1110000.0,15839.0,94749.0,119177.0,163700,3137.0,1206800.0,24720.0,36607.0,119177.0,0,0,0,0,0,0,0
480,481,4052.0,334285.0,18443.0,1113000.0,22341.0,90235.0,151035.0,187793,3195.0,1210539.0,771.0,42839.0,151035.0,301 167,2 011 700,60 025,128 200,873,2 200,18 340
481,482,31800.0,367944.0,23278.0,937000.0,20532.0,59731.0,193754.0,204314,0.0,1386864.0,500.0,71482.0,193754.0,286 170,2 348 400,66 188,77 400,-23 000,2 100,28 696
482,483,35100.0,412801.0,24764.0,1763502.0,38217.0,21832.0,305600.0,196800,4833000.0,154400.0,1091.0,77365.0,305600.0,266 800,2 692 800,73 069,52 300,-13 000,4 300,16 944
483,484,34200.0,10.0,23072.0,1440670.0,123400.0,26193.0,132265.0,75764,4488000.0,109400.0,0.0,12516.0,132265.0,247 447,2 686 100,46 909,43 300,86 000,3 800,28 200
484,485,0.0,9.0,37529.0,1555566.0,146200.0,0.0,137533.0,90778,4977000.0,283500.0,17978.0,14769.0,137533.0,0,0,0,0,0,0,0
485,486,14982.0,10838.0,46773.0,1603975.0,157100.0,226671.0,140352.0,124946,4071000.0,0.0,29027.0,13839.0,140352.0,24 851 054,1 780 453,397 200,139 900,0,0,404 616
486,487,14980.0,1605.0,51866.0,0.0,0.0,189487.0,0.0,163700,506.0,5260.0,52519.0,15394.0,0.0,24 336 835,1 749 494,519 400,159 400,0,0,330 000
487,488,14535.0,266200.0,73864.0,0.0,607.0,152129.0,68550000.0,51068,1171.0,5914.0,28839.0,60000.0,68550000.0,25 582 132,2 003 255,-33 400,122 200,0,0,1 726 000
488,489,0.0,300900.0,14800.0,0.0,265.0,136021.0,74300000.0,49279,1189.0,6686.0,419000.0,71800.0,74300000.0,23 743 603,1 837 424,521 000,8 200,0,0,420 000
489,490,785000.0,388600.0,13300.0,0.0,473.0,17453.0,96507000.0,55891,117.0,0.0,453000.0,60600.0,96507000.0,0,0,0,0,0,0,0
490,491,1828000.0,0.0,15700.0,0.0,0.0,8623.0,108671000.0,0,4842.0,2215000.0,190000.0,0.0,108671000.0,7 084 000,1 741 149,163 243,98 430,-729,0,369 100
491,492,2280000.0,5682.0,0.0,2646000.0,3084000.0,9982.0,1517100.0,30260000,6621.0,4940000.0,635000.0,1330.0,1517100.0,7 258 000,1 865 029,162 765,105 995,-1 419,0,549 400
492,493,1980000.0,5723.0,0.0,3168000.0,3307000.0,0.0,1509500.0,33957000,6629.0,5750000.0,498447.0,1460.0,1509500.0,7 211 000,1 614 637,177 154,62 519,127,12 016,119 300
493,494,19958.0,17228.0,1.0,2936000.0,3532000.0,216908.0,1707300.0,38365000,8629.0,6903000.0,555783.0,943.0,1707300.0,4 439 000,1 365 000,178 290,91 735,0,0,32 300
494,495,16227.0,0.0,0.0,2248000.0,3018000.0,233642.0,1861500.0,38829000,233.0,10000.0,833929.0,0.0,1861500.0,0,0,0,0,0,0,0
495,496,7804.0,10883000.0,0.0,113835.0,35209.0,201998.0,1098358.0,662200,337.0,25000.0,1180197.0,3004000.0,1098358.0,657 409,3 039 800,80 843,-3 000,0,0,250 831
496,497,465.0,11379000.0,0.0,105656.0,29779.0,0.0,1289620.0,716700,331.0,17081.0,24.0,2946000.0,1289620.0,659 249,3 181 400,98 620,-13 100,0,0,260 187
497,498,8085.0,12042000.0,194000.0,127829.0,36310.0,38545.0,1384741.0,772900,0.0,0.0,31.0,3097000.0,1384741.0,713 098,3 487 600,39 562,46 700,0,0,188 847
498,499,10012.0,10821000.0,691000.0,138253.0,30078.0,142340.0,1270842.0,1068000,7648.0,55471.0,2481.0,2728000.0,1270842.0,413 232,2 099 800,28 000,59 400,0,0,216 500
499,500,17881.0,635.0,796000.0,30.0,75662.0,163794.0,617716.0,533100,10405.0,46873.0,5646.0,43004.0,617716.0,0,0,0,0,0,0,0
500,501,19642.0,429.0,865000.0,47.0,63808.0,236823.0,631671.0,596974,12450.0,36633.0,309000.0,36636.0,631671.0,230 580,15 477 700,235 600,1 207,0,-5 600,-48 385
501,502,136.0,497.0,4226.0,64.0,63146.0,196913.0,689871.0,664646,7948.0,75065.0,994000.0,46899.0,689871.0,225 690,13 665 200,238 400,-189,0,1 095 200,3 049
502,503,102.0,273.0,3815.0,0.0,78278.0,377106.0,729233.0,665789,481000.0,3960.0,551000.0,38202.0,729233.0,249 570,15 883 500,460 600,-112,0,125 400,-20 759
503,504,162.0,155859.0,5908.0,827000.0,169.0,72024.0,423326.0,404847,447000.0,20018.0,750000.0,56919.0,423326.0,242 370,13 100 200,-475 800,206,477,-9 800,-63 984
504,505,0.0,167323.0,533.0,965000.0,25.0,464611.0,360076.0,431365,479000.0,43435.0,27434.0,42914.0,360076.0,0,0,0,0,0,0,0
505,506,22726.0,170033.0,3606.0,906000.0,11.0,29200.0,324396.0,459779,428000.0,0.0,34170.0,42372.0,324396.0,312 060,1 236 000,2 706 300,705 702,1 400,0,40 611
506,507,21693.0,185842.0,562.0,814000.0,0.0,25900.0,0.0,481655,31568.0,171657.0,53749.0,54044.0,0.0,347 952,1 252 200,3 721 400,622 182,1 100,0,47 661
507,508,18723.0,2990.0,679.0,8671.0,58477.0,34800.0,5698932.0,163875,22346.0,158993.0,24458.0,5143.0,5698932.0,358 758,1 242 300,4 609 800,691 107,3 700,0,51 096
508,509,34336.0,2884.0,3614.0,9697.0,54966.0,45200.0,5909159.0,103347,24527.0,143811.0,106.0,6509.0,5909159.0,319 533,1 062 400,3 298 200,551 784,-1 500,0,31 018
509,510,127000.0,9387.0,1232.0,12513.0,55797.0,0.0,5559970.0,93737,26124.0,157776.0,131.0,7770.0,5559970.0,0,0,0,0,0,0,0
510,511,131000.0,0.0,558.0,0.0,58978.0,31312.0,5948160.0,0,401.0,718000.0,450.0,0.0,5948160.0,277 201,3 135 169,1 827 500,65 000,217,0,272 900
511,512,125000.0,145990.0,529.0,5305000.0,996000.0,35190.0,27747.0,1794211,441.0,778000.0,1170.0,0.0,27747.0,282 558,3 336 484,1 269 800,49 000,588,0,389 100
512,513,115000.0,151872.0,0.0,5471000.0,1232000.0,26640.0,19762.0,1861873,549.0,923000.0,0.0,0.0,19762.0,280 022,3 612 502,524 500,85 000,-616,0,-50 200
513,514,77580.0,154059.0,5783.0,5756000.0,1021000.0,0.0,23621.0,1744118,754.0,685000.0,12833000.0,0.0,23621.0,236 182,3 772 909,-811 600,74 000,-711,0,548 900
514,515,113503.0,145064.0,2001.0,6167000.0,1084000.0,1773000.0,0.0,1467802,5206000.0,702523.0,12105000.0,0.0,0.0,0,0,0,0,0,0,0
515,516,106967.0,1129000.0,13998.0,2569.0,923000.0,2100000.0,1936387.0,16744,4899000.0,1836413.0,9471000.0,0.0,1936387.0,5 520 800,26 023 700,283 303,-7 997,0,-240 100,129 076
516,517,117495.0,1135000.0,10361.0,2781.0,541112.0,1466000.0,2057700.0,7979,4899000.0,2184879.0,6666000.0,1342000.0,2057700.0,5 997 200,26 937 400,299 262,-4 520,0,0,108 553
517,518,68155.0,1269000.0,100000.0,5108.0,991871.0,4747000.0,2240886.0,253,4782000.0,1309892.0,405000.0,1290000.0,2240886.0,6 622 300,29 873 600,358 570,5 261,0,0,105 695
518,519,71397.0,1245000.0,60000.0,4441.0,1148195.0,25054.0,0.0,0,4107.0,26.0,685224.0,1575000.0,0.0,6 099 500,27 992 100,265 904,3 854,0,0,109 953
519,520,72120.0,46233.0,61000.0,185880.0,1129692.0,52401.0,1254524.0,844743,4391.0,54.0,752542.0,1577000.0,1254524.0,0,0,0,0,0,0,0
520,521,64848.0,100637.0,69000.0,181542.0,44.0,59015.0,1487026.0,926939,4475.0,10168.0,530000.0,1061931.0,1487026.0,32 258,301 167,4 400 000,5 970,100 300,0,48 925
521,522,3971000.0,121818.0,47696.0,177701.0,616.0,35191.0,1741460.0,998274,3463.0,13429.0,1165000.0,1619158.0,1741460.0,26 778,286 170,4 827 300,6 960,98 100,0,64 981
522,523,3353000.0,56543.0,44887.0,150922.0,1069.0,22526.0,1893009.0,0,550.0,3457000.0,453000.0,1726975.0,1893009.0,21 427,266 800,5 111 000,6 910,102 000,0,27 578
523,524,2429000.0,158.0,57124.0,43275.0,1723.0,29538.0,2656781.0,125567,531.0,2828000.0,1121000.0,1678389.0,2656781.0,23 199,247 447,4 500 000,6 560,-1 300,0,13 000
524,525,1953000.0,269.0,61306.0,43886.0,6880000.0,15853.0,2861781.0,609944,6821.0,4756000.0,811000.0,1929.0,2861781.0,0,0,0,0,0,0,0
525,526,4889.0,1670.0,15437.0,57785.0,6731000.0,21228.0,2455562.0,640638,0.0,5736000.0,4713.0,4281.0,2455562.0,1 571 104,24 851 054,4 105,-1 575,-2 000,39 719,202 000
526,527,4672.0,1166.0,15473.0,414013.0,6514000.0,47212.0,2723575.0,674173,3699000.0,89821.0,6769.0,4996.0,2723575.0,1 643 356,24 336 835,14 044,-678,11 900,0,236 900
527,528,4837.0,1853000.0,11023.0,737109.0,6613000.0,36203.0,949900.0,-31,3818000.0,67424.0,11474.0,2422.0,949900.0,1 645 095,25 582 132,18 365,-667,41 800,0,282 200
528,529,4697.0,1790000.0,68.0,735846.0,56916.0,35094.0,1084500.0,1334,3460000.0,46417.0,8348.0,3996000.0,1084500.0,1 729 527,23 743 603,22 143,-524,-7 600,0,-616 700
529,530,27476.0,1856000.0,4562000.0,656812.0,61316.0,0.0,1200900.0,17905,3140000.0,83294.0,6960.0,7156000.0,1200900.0,0,0,0,0,0,0,0
530,531,18514.0,1783000.0,5595000.0,57249.0,74745.0,29301.0,0.0,15584,194458.0,0.0,2681.0,6538000.0,0.0,475 017,7 178 000,3 318 831,425,74 400,0,1 865 100
531,532,5299.0,115354.0,5567000.0,62967.0,82258.0,57938.0,59546.0,920540,198568.0,0.0,6240.0,5571000.0,59546.0,486 671,7 341 000,-549 532,398,31 100,0,3 753 500
532,533,0.0,119760.0,5619000.0,68314.0,552.0,22437.0,59962.0,879545,199107.0,6594.0,9996.0,0.0,59962.0,538 761,7 295 000,3 084 833,99,19 500,207 000,2 333 800
533,534,14339000.0,122318.0,244.0,70994.0,1479.0,15494.0,63618.0,860030,191000.0,7412.0,18435.0,0.0,63618.0,527 860,0,3 405 779,447,-52 300,-20 000,2 179 900
534,535,14073000.0,138039.0,397.0,63135.0,3353.0,805000.0,0.0,895118,1102000.0,0.0,28550.0,0.0,0.0,0,0,0,0,0,0,0
535,536,14737000.0,223.0,494.0,409.0,0.0,901000.0,25267000.0,484000,974000.0,26293000.0,13299.0,0.0,25267000.0,37 525,658 690,296 000,78 400,0,0,1 497 800
536,537,15134000.0,163.0,446.0,266.0,5175000.0,641000.0,29448000.0,528100,979000.0,26749000.0,230341.0,0.0,29448000.0,100 697,662 344,405 000,67 100,0,0,1 029 000
537,538,2082066.0,2827.0,231.0,363.0,5295000.0,1142000.0,31677000.0,570600,915000.0,38373000.0,34829.0,5956.0,31677000.0,110 717,698 309,405 000,79 200,0,0,371 900
538,539,2256670.0,0.0,304.0,0.0,5320000.0,776408.0,31637000.0,0,3345.0,35964000.0,28575.0,4145.0,31637000.0,126 700,389 303,-491 000,93 200,-776,0,-931 200
539,540,2472915.0,26665000.0,140.0,56150.0,6856000.0,720796.0,130212.0,45416,4184.0,4621575.0,49318.0,3672.0,130212.0,0,0,0,0,0,0,0
540,541,2881000.0,27693000.0,0.0,44083.0,203964.0,1116706.0,137867.0,45265,4070.0,5104441.0,391075.0,0.0,137867.0,114 528,230 580,41 895,554,-100,0,166 331
541,542,11755000.0,28423000.0,4034000.0,47363.0,229964.0,1305133.0,152387.0,44085,4577.0,8120736.0,127930.0,6522000.0,152387.0,136 126,225 690,4 919,394,100,0,125 032
542,543,11539000.0,29075000.0,4291000.0,0.0,263482.0,41395.0,110180.0,0,58531.0,2720000.0,688637.0,6736000.0,110180.0,155 129,249 570,-9 593,429,1 000,0,116 224
543,544,11683000.0,5074503.0,3154000.0,385000.0,0.0,22059.0,373725.0,11261000,51985.0,7380000.0,361437.0,6682000.0,373725.0,168 964,242 370,-172 783,422,900,0,42 104
544,545,10965000.0,5857820.0,2995000.0,367000.0,1068000.0,28102.0,381254.0,12167000,68299.0,7240000.0,51938.0,8459000.0,381254.0,0,0,0,0,0,0,0
545,546,12.0,6354689.0,39931.0,411000.0,1134000.0,47195.0,381442.0,13229000,96876.0,6434000.0,60503.0,227206.0,381442.0,42 636 000,313 076,41 080,4 420,0,0,3 585 500
546,547,42.0,6806000.0,42161.0,230000.0,1122000.0,7369000.0,431660.0,60009,4262.0,9032000.0,78210.0,268456.0,431660.0,46 826 000,349 115,38 910,2 421,0,0,3 899 500
547,548,27.0,2336000.0,60365.0,71900.0,1226000.0,6261000.0,57467.0,61822,6361.0,575983.0,107243.0,253782.0,57467.0,53 670 000,360 274,41 300,2 503,0,0,3 755 200
548,549,10.0,2424000.0,405000.0,65600.0,906000.0,6007000.0,46195.0,64355,4934.0,810874.0,93797.0,0.0,46195.0,44 651 000,320 519,41 190,4 327,0,0,3 567 600
549,550,14284.0,2549000.0,659000.0,71200.0,331.0,6940000.0,56205.0,38288,161206.0,927293.0,7133.0,1826000.0,56205.0,0,0,0,0,0,0,0
550,551,18992.0,3095000.0,875000.0,76900.0,295.0,67353.0,0.0,143605,140776.0,1328444.0,8097.0,1951000.0,0.0,1 387 300,277 201,28 521,7 704,189 357,0,4 617
551,552,24182.0,16234.0,1438000.0,4015000.0,779.0,53193.0,519987000.0,170744,137640.0,3443.0,9487.0,2187000.0,519987000.0,1 421 400,282 558,35 347,7 034,313 885,0,10 526
552,553,29964.0,17283.0,576000.0,3981000.0,510.0,39997.0,495496000.0,197969,131257.0,14197.0,0.0,1877000.0,495496000.0,1 456 100,280 022,33 355,6 372,20 491,0,10 643
553,554,122150.0,17833.0,225693.0,3782000.0,405.0,53474.0,513170000.0,234613,7218.0,36948.0,23488.0,0.0,513170000.0,1 273 600,236 182,18 674,17 900,10 662,0,17 027
554,555,124607.0,21517.0,260211.0,0.0,20247.0,14277.0,495300000.0,43922,8286.0,47480.0,30944.0,0.0,495300000.0,0,0,0,0,0,0,0
555,556,130683.0,5670.0,4567793.0,62300.0,22937.0,11253.0,626165.0,14243,8979.0,277188.0,10046.0,0.0,626165.0,1 590 968,5 520 800,39 274,-233,-21 000,0,1 930 520
556,557,124917.0,5879.0,5599879.0,67800.0,31962.0,5708.0,664496.0,-1908,11583.0,335355.0,0.0,0.0,664496.0,1 883 578,5 997 200,40 249,576,4 000,0,-1 598 301
557,558,2901.0,8511.0,15039.0,98900.0,34565.0,0.0,671479.0,0,11047.0,330075.0,350000.0,0.0,671479.0,2 093 577,6 622 300,40 889,694,6 000,0,1 601 095
558,559,5175.0,19491.0,19084.0,108500.0,268229.0,5810000.0,658260.0,20987000,1190.0,3189752.0,842000.0,8196.0,658260.0,1 585 105,6 099 500,24 854,0,-58 000,0,2 232 904
559,560,6052.0,257683.0,34857.0,36033.0,236247.0,5634000.0,5147000.0,21195000,1725.0,40238.0,1938000.0,9560.0,5147000.0,0,0,0,0,0,0,0
560,561,497857.0,278687.0,50724.0,47437.0,252358.0,6481000.0,5119000.0,20826000,1569.0,43219.0,1148000.0,11909.0,5119000.0,708 801,32 258,1 025 600,-1 288,0,0,204 000
561,562,728150.0,288351.0,44450.0,42256.0,280498.0,8145000.0,5117000.0,19300000,0.0,95994.0,130400.0,13363.0,5117000.0,741 283,26 778,1 139 000,-1 372,0,0,216 000
562,563,724745.0,191622.0,45477.0,22497.0,84666.0,613898.0,5230000.0,351390,8604.0,1323771.0,22000.0,319109.0,5230000.0,773 885,21 427,1 237 400,-1 176,0,0,11 000
563,564,560847.0,136937.0,38228.0,1145400.0,93263.0,767987.0,5589515.0,367093,4572.0,1635811.0,189600.0,319376.0,5589515.0,779 705,23 199,1 065 400,0,0,0,-688 000
564,565,2960.0,133679.0,36670.0,1170300.0,128815.0,838741.0,7324281.0,372686,5101.0,1334713.0,91600.0,340388.0,7324281.0,0,0,0,0,0,0,0
565,566,3927.0,167973.0,5779.0,1245500.0,982891.0,889000.0,8265102.0,376724,0.0,1307681.0,2330000.0,265998.0,8265102.0,423 308,1 571 104,-2 826,62 000,0,0,33 768
566,567,5262.0,1410465.0,5794.0,1363900.0,837804.0,677000.0,9185816.0,1472000,591000.0,88485.0,2836000.0,43090.0,9185816.0,388 905,1 643 356,536,117 000,0,0,6 013
567,568,38824.0,1653028.0,5423.0,6328000.0,831899.0,754000.0,152252.0,1367000,384000.0,87052.0,5257000.0,47753.0,152252.0,275 486,1 645 095,-839,397 000,0,0,-32 864
568,569,37424.0,1958919.0,4290.0,5879000.0,820740.0,923000.0,138590.0,1251000,426000.0,91780.0,0.0,58013.0,138590.0,0,1 729 527,115,316 000,0,0,-189 566
569,570,7298.0,1676189.0,59060.0,5780000.0,175404.0,1935000.0,142806.0,1256000,468000.0,190666.0,53400.0,1233221.0,142806.0,0,0,0,0,0,0,0
570,571,6781.0,185786.0,65775.0,5640000.0,167929.0,6374.0,142266.0,1672655,27700.0,223573.0,63700.0,1444192.0,142266.0,3 277 518,475 017,147 484,-100,0,0,23 260
571,572,6172.0,209730.0,70958.0,1543700.0,190488.0,17414.0,41024000.0,1763784,28100.0,5131.0,69400.0,1368188.0,41024000.0,3 296 033,486 671,167 718,1 000,0,0,20 670
572,573,5874.0,230960.0,18062.0,1674200.0,208157.0,11405.0,39517000.0,1757274,26300.0,3448.0,214500.0,1278933.0,39517000.0,3 224 427,538 761,125 290,3 200,0,0,23 190
573,574,0.0,304461.0,791.0,1696900.0,231602.0,30659.0,39128000.0,1738976,28600.0,16189.0,14816.0,65161.0,39128000.0,3 349 354,527 860,110 278,2 100,0,0,23 780
574,575,5427.0,298910.0,922.0,1511100.0,16649.0,27569.0,36285000.0,128215,877000.0,0.0,22325.0,78037.0,36285000.0,0,0,0,0,0,0,0
