,Id,Immobilisations incorporelles,Immobilisations corporelles,Actifs financiers non courants,Stocks et travaux en-cours,Créances clients et comptes rattachés,Trésorerie et équivalents de trésorerie,Total actif,Capitaux propres,Provisions pour risques et charges non courantes,Dettes financières non courantes,Dettes financières courantes,Fournisseurs et comptes rattaches,Total passif,Chiffre d'affaires,Produits des activités ordinaires,Résultat opérationnel,Coût de l'endettement financier net,Quote part resultats des Sociétés Mises en Equivalence,RN des activités abandonnées,Résultat net
284,285,0.0,6325.0,2802.0,7394.0,207.0,82760.0,2049200.0,520200,936.0,115.0,25176.0,0.0,2049200.0,3 022 386,2 654 334,359 538,-11 851,0,0,0
285,286,119955.0,7764.0,1726.0,10854.0,0.0,80720.0,2207200.0,563900,1085.0,0.0,31768.0,1886.0,2207200.0,0,0,0,0,0,0,0
286,287,158493.0,16453.0,0.0,10653.0,0.0,55654.0,2856000.0,569200,1408.0,4219528.0,34120.0,571.0,2856000.0,1 477 900,4 085 524,643 153,12 760,0,-1 040,-33 530
287,288,155196.0,0.0,5291.0,39341.0,0.0,61797.0,1270800.0,780000,0.0,4758652.0,27693.0,1312.0,1270800.0,1 390 500,4 987 073,381 994,16 275,0,-44 050,-38 224
288,289,0.0,156.0,139.0,40794.0,53.0,56264.0,1532300.0,831700,322.0,4903090.0,124551.0,2214.0,1532300.0,1 321 100,5 143 244,367 383,16 444,0,-799,-62 659
289,290,42238.0,42.0,64.0,40973.0,0.0,36968.0,3127700.0,2202300,112.0,4908000.0,218654.0,107191.0,3127700.0,1 278 300,4 863 000,0,18 465,0,0,-73 300
290,291,49666.0,51.0,45.0,43395.0,0.0,591282.0,3255700.0,2040000,822.0,82359.0,199407.0,100618.0,3255700.0,0,0,0,0,0,0,0
291,292,77438.0,31.0,217420.0,108732.0,96422.0,462225.0,54009400.0,29295600,996.0,54398.0,167397.0,96575.0,54009400.0,874 205,1 309 400,-27 500,94 189,1 000,0,1 042 000
292,293,81272.0,6352704.0,358473.0,178949.0,97489.0,655353.0,53538700.0,26155700,73970.0,84533.0,48308.0,0.0,53538700.0,839 068,1 279 700,-65 400,101 210,0,0,1 156 000
293,294,1017.0,6478334.0,232286.0,191577.0,77148.0,0.0,56310100.0,24021500,87003.0,81353.0,25532.0,51190.0,56310100.0,776 687,1 373 100,-56 400,130 178,-2 000,0,1 185 000
294,295,1021.0,6734000.0,560000.0,0.0,77000.0,675.0,0.0,0,98331.0,14613.0,32871.0,57979.0,0.0,754 378,1 278 000,-1 080 000,147 997,1 000,0,149 000
295,296,1311.0,6730000.0,31808.0,36000.0,284984.0,1059.0,5269800.0,1103000,0.0,10275.0,0.0,87846.0,5269800.0,0,0,0,0,0,0,0
296,297,1623.0,9310.0,32702.0,36000.0,312579.0,3992.0,5510600.0,1261000,30948.0,5923.0,379.0,90616.0,5510600.0,987 706,2 971 417,296 807,125 700,0,0,276 400
297,298,52350.0,12217.0,33687.0,60000.0,397300.0,1172.0,6872400.0,1398300,36860.0,5654.0,337.0,35493.0,6872400.0,982 416,3 781 148,343 967,95 100,0,0,158 500
298,299,49841.0,19342.0,39626.0,82000.0,430366.0,122031.0,7149000.0,1374000,39096.0,522940.0,16.0,39598.0,7149000.0,1 048 423,4 562 800,366 000,86 500,0,0,-126 700
299,300,53305.0,21315.0,2002.0,896200.0,105419.0,31690.0,473376.0,151646,45497.0,418978.0,856.0,41984.0,473376.0,1 105 184,0,0,71 800,0,0,23 100
300,301,39390.0,16303.0,1901.0,963600.0,108604.0,37846.0,475513.0,183418,5153.0,688630.0,6845.0,31788.0,475513.0,0,0,0,0,0,0,0
301,302,34737.0,17085.0,1607.0,1132600.0,116268.0,174123.0,484681.0,217077,4984.0,1332270.0,5912.0,207287.0,484681.0,18 710 500,496 436,258 768,3 621,15 718,0,304 100
302,303,40303.0,16748.0,1934.0,1289400.0,97803.0,273820.0,501464.0,218041,5085.0,36314.0,5973.0,211151.0,501464.0,20 181 700,532 294,266 063,-3 621,18 703,0,304 172
303,304,43579.0,14939.0,25084.0,27981.0,195715.0,207240.0,174958.0,127977,5539.0,45309.0,13055.0,235305.0,174958.0,17 524 700,615 033,309 376,3 841,15 343,0,287 649
304,305,0.0,325659.0,25306.0,28401.0,190433.0,276748.0,187675.0,136253,12179.0,68568.0,14293.0,156231.0,187675.0,17 768 300,679 108,333 873,3 146,16 026,0,318 377
305,306,1097.0,325722.0,66115.0,40791.0,169223.0,0.0,201104.0,137833,11521.0,0.0,102053.0,51874.0,201104.0,0,0,0,0,0,0,0
306,307,2457.0,351414.0,64295.0,0.0,128614.0,11660.0,178394.0,114073,14419.0,244.0,51416.0,48023.0,178394.0,1 762 000,144 159,-122 593,-10 583,30 300,-311,480 050
307,308,2757.0,297151.0,3859.0,131.0,161860.0,4663.0,23198234.0,9646329,14812.0,2100.0,0.0,72902.0,23198234.0,1 802 600,221 101,-74 511,-9 341,51 507,5 787,210 977
308,309,4891.0,21785.0,5844.0,227.0,72665.0,11345.0,23249492.0,0,9934.0,2089.0,520000.0,0.0,0.0,1 955 600,148 679,-71 247,-10 970,36 522,-7 739,132 867
309,310,616.0,23879.0,5080.0,165.0,63975.0,10309.0,18745308.0,5995203,8945.0,5229.0,225000.0,10574.0,18745308.0,0,69 767,-59 109,-9 890,0,0,102 600
310,311,556.0,51305.0,0.0,0.0,0.0,612533.0,0.0,0,7612.0,1107.0,113000.0,11483.0,0.0,67 800,0,0,0,0,0,0
311,312,1525.0,0.0,3240.0,30696.0,101056.0,606532.0,37774.0,-4989,0.0,950.0,158000.0,16791.0,37774.0,114 800,2 150 758,262 748,139 100,0,0,-78 200
312,313,2221.0,17483.0,3158.0,90000.0,96006.0,524507.0,40916.0,-1894,3967.0,723.0,30100.0,18160.0,40916.0,224 700,2 411 661,223 234,108 300,1 900,0,-113 600
313,314,20398.0,16634.0,5084.0,86000.0,139432.0,629000.0,34359.0,-764,4075.0,425.0,22500.0,67797.0,34359.0,347 600,2 929 289,369 078,108 100,800,0,-101 900
314,315,30162.0,20198.0,4833.0,84000.0,103822.0,35857.0,24956.0,-5966,5001.0,68012.0,216100.0,48765.0,24956.0,0,3 022 386,249 391,179 000,-13 000,0,-858 000
315,316,34213.0,29170.0,180125.0,840200.0,690.0,43382.0,20106091.0,11014410,15167.0,46084.0,220100.0,55693.0,20106091.0,18 325 100,0,0,0,0,0,0
316,317,0.0,124240.0,172473.0,867000.0,227.0,28925.0,19708967.0,11751245,6033.0,147614.0,20571.0,54521.0,19708967.0,23 024 400,1 477 900,614 700,-200,403,0,218 845
317,318,36000.0,126239.0,164982.0,812600.0,377.0,29675.0,20454805.0,12726570,6542.0,0.0,18577.0,62352.0,20454805.0,24 842 800,1 390 500,554 000,-900,392,0,223 586
318,319,43000.0,127186.0,157852.0,691800.0,125141.0,12981.0,20249624.0,12500901,7004.0,138000.0,33365.0,86284.0,20249624.0,24 108 000,1 321 100,526 100,-5 800,600,0,195 200
319,320,45000.0,126233.0,23890.0,172483.0,136417.0,16682.0,293183.0,73696158,7109.0,255000.0,0.0,70748.0,293183.0,0,1 278 300,487 200,0,0,0,0
320,321,61000.0,57181.0,29187.0,170573.0,115202.0,17409.0,229478.0,81044269,5583.0,503000.0,59359.0,0.0,229478.0,7 448 200,0,0,500,0,0,0
321,322,131900.0,53995.0,47875.0,188150.0,0.0,25493.0,309853.0,43296379,5055.0,503000.0,69980.0,1534000.0,309853.0,7 474 700,874 205,71 936,-8 100,-19,0,197 013
322,323,142100.0,63883.0,0.0,188100.0,1650000.0,206319.0,0.0,26053734,6828.0,23500.0,209198.0,1814000.0,0.0,7 348 600,839 068,61 893,-45 500,287,0,242 189
323,324,184000.0,0.0,19000.0,0.0,2108000.0,272144.0,25889.0,104229,0.0,27500.0,0.0,2010000.0,25889.0,7 491 000,776 687,10 710,2 700,1 612,0,217 628
324,325,221200.0,255000.0,12000.0,0.0,2176000.0,411557.0,16726.0,20939,82000.0,925600.0,496521.0,2028000.0,16726.0,0,754 378,5 435,0,1 844,0,225 278
325,326,5086.0,274000.0,17000.0,0.0,255900.0,364539.0,26893.0,84065,103000.0,1465900.0,757000.0,425800.0,26893.0,59 155,0,0,130 900,0,0,0
326,327,4785.0,299000.0,12000.0,0.0,280700.0,86789.0,22195.0,0,113000.0,56367.0,2200000.0,417100.0,22195.0,56 651,987 706,111 110,132 600,-321,0,-119 892
327,328,4948.0,326000.0,347400.0,0.0,317900.0,42002.0,7491747.0,20335,126000.0,46746.0,1971000.0,480400.0,7491747.0,61 758,982 416,88 612,129 300,-984,0,-82 519
328,329,0.0,1283300.0,382600.0,89486.0,249700.0,64252.0,7995035.0,13300,195300.0,76556.0,667800.0,448200.0,7995035.0,67 492,1 048 423,95 279,0,-821,0,-109 872
329,330,8500.0,1345500.0,426200.0,100700.0,137390.0,0.0,8031728.0,23535,201700.0,0.0,180100.0,136178.0,8031728.0,0,1 105 184,84 352,0,-828,0,-95 051
330,331,9500.0,1541800.0,447700.0,106469.0,121406.0,99890.0,8058000.0,14442,299000.0,4907400.0,475700.0,143180.0,8058000.0,208 315,0,0,44 000,0,0,0
331,332,19500.0,1646100.0,2180.0,92520.0,160406.0,173179.0,665070.0,2051012,296900.0,5238500.0,304200.0,170263.0,665070.0,233 296,18 710 500,864 400,42 600,-15 765,188 300,119 294
332,333,21700.0,26637.0,1912.0,167400.0,0.0,169016.0,737755.0,2006281,2304.0,6193800.0,243742.0,0.0,737755.0,227 279,20 181 700,1 073 000,79 100,-8 058,-7 400,61 101
333,334,18959.0,34052.0,2060.0,198500.0,538500.0,141744.0,895710.0,1638647,2271.0,6402500.0,552619.0,512600.0,895710.0,256 175,17 524 700,1 115 700,0,-1 327,0,139 410
334,335,22502.0,67022.0,0.0,214000.0,721000.0,42474.0,948869.0,1372000,3168.0,94194.0,465897.0,678300.0,948869.0,0,17 768 300,1 013 100,0,0,0,29 613
335,336,21731.0,0.0,16700.0,213900.0,671800.0,45299.0,187284.0,210999,0.0,98937.0,642600.0,662000.0,187284.0,11 249 931,0,0,-9 799,0,0,0
336,337,0.0,66100.0,11500.0,0.0,445800.0,53041.0,192868.0,276833,20298.0,352164.0,1343.0,534900.0,192868.0,9 968 514,1 762 000,258 000,-10 328,-400,0,363 400
337,338,2706835.0,16900.0,8500.0,0.0,225952.0,58873.0,200111.0,300608,20407.0,0.0,1348.0,199010.0,200111.0,8 933 311,1 802 600,256 700,-8 741,-2 200,0,303 700
338,339,3938000.0,61200.0,41000.0,0.0,250694.0,24481.0,196927.0,321918,23537.0,2168446.0,2130.0,207616.0,196927.0,8 564 446,1 955 600,188 700,-7 840,-1 300,0,357 000
339,340,3729000.0,52400.0,10816.0,0.0,283049.0,24110.0,1655995.0,39723,0.0,3407000.0,2142.0,219583.0,1655995.0,0,0,0,0,0,0,312 200
340,341,4543000.0,79289.0,11869.0,0.0,0.0,28740.0,1763412.0,45053,0.0,5809000.0,20322.0,0.0,1763412.0,24 276,85 100,-17 000,1 327,0,-200,0
341,342,305500.0,103948.0,13725.0,418012.0,491519.0,0.0,2129310.0,50748,0.0,9894000.0,20223.0,1301393.0,2129310.0,27 722,134 700,-11 300,2 094,375,-200,45 315
342,343,277600.0,511582.0,0.0,492972.0,652000.0,568000.0,2408887.0,57180,2000.0,1986300.0,13352.0,1474000.0,2408887.0,29 723,270 900,-120 700,2 415,410,1 652 900,39 221
343,344,281800.0,0.0,36852.0,442478.0,561000.0,522000.0,454180.0,430004,164000.0,1995900.0,13852.0,1172000.0,454180.0,25 536,396 700,-53 000,1 885,258,0,4 099
344,345,287600.0,4428762.0,66000.0,368000.0,1345000.0,704000.0,383732.0,542027,121000.0,1883600.0,313400.0,2068000.0,383732.0,0,0,0,0,371,0,-10 684
345,346,488151.0,5358000.0,81000.0,123800.0,676100.0,810000.0,420554.0,569313,715900.0,1866100.0,217800.0,510900.0,420554.0,101 040 694,18 325 100,1 122 600,-1 080 052,0,0,0
346,347,957504.0,5240000.0,81000.0,159400.0,656600.0,2931900.0,0.0,394063,956800.0,896440.0,623800.0,557300.0,0.0,107 437 640,23 024 400,1 299 900,-606 842,0,0,63 611
347,348,964589.0,6521000.0,120900.0,175100.0,623900.0,3479400.0,248359.0,167117,821700.0,1549115.0,411400.0,542600.0,248359.0,94 788 206,24 842 800,1 232 400,-674 574,0,0,50 141
348,349,1105000.0,2488600.0,96400.0,172600.0,568000.0,4384200.0,346819.0,161574,747200.0,1864404.0,23849.0,475600.0,346819.0,76 488 691,24 108 000,1 641 000,0,0,0,52 877
349,350,46192.0,2165800.0,87900.0,2699100.0,451837.0,4732700.0,404945.0,176728,48968.0,1652700.0,13713.0,361951.0,404945.0,0,0,0,0,0,0,56 001
350,351,84529.0,2380300.0,83000.0,2414700.0,490830.0,116420.0,364854.0,0,49549.0,4521.0,223200.0,359752.0,364854.0,118,7 448 200,214 900,-263,0,-87 000,0
351,352,96968.0,1932500.0,44124.0,2959200.0,557892.0,117437.0,479502.0,136405,44327.0,3175.0,206163.0,455295.0,479502.0,69,7 474 700,257 200,350,19 700,0,720 800
352,353,46289.0,74893.0,59249.0,2845500.0,587000.0,130334.0,461949.0,179441,84100.0,16593.0,116153.0,449200.0,461949.0,30 839,7 348 600,264 700,226,34 600,-10 200,707 100
353,354,159177.0,88365.0,59282.0,10402.0,0.0,0.0,461090.0,202281,3633.0,16945.0,133570.0,19970.0,461090.0,0,7 491 000,199 000,537,31 400,-94 000,793 300
354,355,155813.0,90337.0,91000.0,17113.0,2522.0,420300.0,459098.0,244317,3735.0,30190.0,145037.0,41676.0,459098.0,0,0,0,0,37 800,0,664 700
355,356,154979.0,186900.0,60580.0,33909.0,2816.0,634600.0,435069.0,370606,3902.0,10144.0,512000.0,27936.0,435069.0,0,59 155,13 335,80 920,0,90,0
356,357,153578.0,10729.0,35267.0,36186.0,0.0,767100.0,536933.0,368984,4398.0,8297.0,598800.0,0.0,536933.0,0,56 651,12 338,94 117,1 200,27,181 000
357,358,930200.0,10216.0,53830.0,2494600.0,75700.0,1190100.0,584018.0,361532,8118.0,6139.0,321200.0,64830.0,584018.0,0,61 758,6 956,102 098,800,49,170 400
358,359,1011900.0,11672.0,69021.0,2821900.0,91806.0,90147.0,0.0,353798,8363.0,400300.0,1640000.0,74013.0,0.0,0,67 492,2 026,91 133,2 000,0,133 000
359,360,1383000.0,11694.0,6905.0,2920800.0,93700.0,105914.0,4923000.0,238324,9338.0,386000.0,1665800.0,63664.0,4923000.0,0,0,0,0,0,0,0
360,361,1121100.0,6454.0,14240.0,2675800.0,85961.0,92518.0,5246000.0,256990,12984.0,854700.0,939700.0,51276.0,5246000.0,1 032 978,208 315,14 850,1 002,90 300,0,76 200
361,362,59964.0,6495.0,5928.0,36445.0,437200.0,0.0,6137000.0,264346,100900.0,761600.0,756400.0,319100.0,6137000.0,1 079 449,233 296,23 595,10 774,92 300,0,86 500
362,363,82001.0,7081.0,5400.0,51356.0,463000.0,216088.0,6345000.0,0,108300.0,577432.0,2695900.0,379800.0,6345000.0,1 085 277,227 279,-4 877,8 811,56 600,0,1 581 400
363,364,89076.0,13298.0,160800.0,50309.0,565000.0,181000.0,6768200.0,1268000,91200.0,729180.0,2314200.0,508500.0,6768200.0,816 000,256 175,-11 477,0,93 500,0,56 800
364,365,88849.0,418900.0,97300.0,29541.0,476200.0,1593000.0,7468100.0,1460000,95700.0,694602.0,352940.0,495200.0,7468100.0,0,0,0,0,0,0,0
365,366,4208.0,474500.0,26900.0,2443170.0,617660.0,686000.0,9881100.0,1653000,35882.0,500904.0,412948.0,259432.0,9881100.0,804 019,11 249 931,1 600 856,0,115 500,0,2 075 600
366,367,5116.0,679300.0,21424.0,2673149.0,634941.0,381900.0,11050500.0,1767000,34393.0,173435.0,784751.0,276266.0,11050500.0,893 959,9 968 514,54 917,0,172 000,0,1 101 500
367,368,5630.0,646600.0,35021.0,2869677.0,721791.0,848900.0,481258.0,5045500,33820.0,204220.0,1313755.0,335275.0,481258.0,1 015 415,8 933 311,-1 651 198,0,121 100,-214 179,1 401 600
368,369,0.0,32228.0,44766.0,2216022.0,592478.0,660400.0,500563.0,5507800,34605.0,321731.0,1161000.0,331895.0,500563.0,1 131 874,0,0,0,-32 000,0,1 549 000
369,370,301900.0,37890.0,51140.0,583000.0,189296.0,648500.0,610216.0,6575900,70726.0,0.0,1227800.0,224047.0,610216.0,0,0,0,0,0,0,0
370,371,393600.0,39753.0,14947.0,631000.0,182358.0,1013854.0,0.0,7391000,62894.0,786600.0,1249000.0,228254.0,0.0,250 280,24 276,-5 680,270 223,1 900,0,37 500
371,372,612500.0,30953.0,14522.0,0.0,152244.0,595939.0,2173820638.0,170778,66082.0,1163500.0,1243300.0,177628.0,2173820638.0,266 430,27 722,-2 264,269 258,0,0,149 600
372,373,534000.0,130746.0,17605.0,162125.0,135000.0,774801.0,2393571320.0,183764,0.0,4422200.0,453.0,171000.0,2393571320.0,283 204,29 723,-3 709,256 863,0,0,103 900
373,374,11159000.0,132354.0,0.0,180142.0,731800.0,813800.0,2135578448.0,190955,385700.0,5340500.0,2198.0,742000.0,2135578448.0,269 478,25 536,-5 880,240 000,0,0,-6 000
374,375,7393600.0,137821.0,115600.0,179757.0,830200.0,99367.0,2373820369.0,0,395900.0,4245500.0,2271.0,791800.0,2373820369.0,0,0,0,0,0,0,0
375,376,7260500.0,154000.0,122400.0,115122.0,816500.0,152314.0,11309000.0,167113332,360100.0,3171600.0,2018.0,537200.0,11309000.0,953 840,558 916,2 004 469,-5 622,0,0,3 373
376,377,6985800.0,1156300.0,94400.0,507760.0,502100.0,202887.0,11759200.0,187811800,368700.0,6720800.0,4568589.0,507100.0,11759200.0,1 040 488,661 716,1 120 397,-5 141,0,0,2 821
377,378,39300.0,1293000.0,172200.0,518310.0,1366500.0,136792.0,12513500.0,162163358,181200.0,7361100.0,3477888.0,1240700.0,12513500.0,1 172 875,673 487,1 660 404,-3 192,-2,0,-5 249
378,379,33700.0,1394600.0,369700.0,537200.0,849500.0,162825.0,12817700.0,168447005,102200.0,7513500.0,2771879.0,745800.0,12817700.0,479 358,657 976,255 617,-3 863,0,0,-188
379,380,28500.0,1261300.0,370500.0,552220.0,824200.0,153696.0,701364.0,4127300,121600.0,7036300.0,1763755.0,808700.0,701364.0,0,0,0,0,0,0,0
380,381,22900.0,2267600.0,477200.0,30212.0,144500.0,99062.0,754766.0,3936700,125900.0,7606500.0,375000.0,666000.0,754766.0,276 685,118,15 423 692,-1 878,0,0,9 280
381,382,1759714.0,2228500.0,1706000.0,34085.0,127100.0,124966.0,1190452.0,4094800,224251.0,7744400.0,1069000.0,220800.0,1190452.0,296 004,69,-3 542 276,-1 748,0,0,7 526
382,383,1822819.0,2619300.0,360100.0,35112.0,106300.0,228000.0,0.0,3751400,186751.0,2497818.0,532000.0,205100.0,0.0,274 641,30 839,5 894 679,-2 275,0,0,-6 355
383,384,1943860.0,2670200.0,329300.0,32638.0,156200.0,344500.0,8415669.0,162281,142482.0,2861096.0,0.0,145700.0,8415669.0,231 100,0,5 999 353,-1 199,0,0,-24 177
384,385,2157750.0,14100.0,306400.0,31134.0,191219.0,353300.0,11252000.0,189815,161502.0,5723428.0,77126.0,124200.0,11252000.0,0,0,0,0,0,0,0
385,386,2579100.0,9900.0,331600.0,34326.0,235611.0,642500.0,16756000.0,204025,736800.0,6397730.0,81153.0,201100.0,16756000.0,231 591,0,-56 695,18 347,-296 556,0,216 925
386,387,3087300.0,36100.0,54170.0,30919.0,284047.0,137267.0,22012000.0,0,725000.0,13400.0,54000.0,267333.0,22012000.0,245 987,0,-69 484,15 540,479 616,0,-308 455
387,388,3163700.0,27300.0,57297.0,29519.0,315301.0,167834.0,7468000.0,3374066,829800.0,1637600.0,11961.0,315111.0,7468000.0,288 224,0,-57 832,14 070,-427 444,0,-3 040 620
388,389,3356300.0,1943851.0,38152.0,747400.0,3923400.0,165436.0,7593900.0,3606000,1070300.0,1303200.0,11090.0,369942.0,7593900.0,396 374,0,0,28 518,0,0,0
389,390,2031.0,2292431.0,64738.0,885900.0,3983200.0,215951.0,7474700.0,3831000,3245.0,1510.0,20220.0,453620.0,7474700.0,0,0,0,0,0,0,0
390,391,5618.0,2031514.0,239500.0,852600.0,4086700.0,102145.0,6991100.0,5503000,3784.0,7507.0,5790.0,4140800.0,6991100.0,516 311,1 032 978,-11 417,1 976,0,5 116,-6 385
391,392,7602.0,2645240.0,9100500.0,837300.0,3511300.0,119420.0,4135591.0,2878200,3732.0,5255.0,9360.0,4550000.0,4135591.0,515 198,1 079 449,-7 411,1 631,0,-66,-2 264
392,393,7082.0,3571100.0,10819100.0,6414.0,30506.0,206007.0,5676627.0,3253600,3338.0,3251.0,28437.0,4658400.0,5676627.0,532 276,1 085 277,-25 512,1 250,0,603,-3 819
393,394,939396.0,3624600.0,9604900.0,5901.0,31426.0,333000.0,6074972.0,3162000,3907224.0,13618939.0,34379.0,4764500.0,6074972.0,549 169,816 000,-10 430,0,0,8 000,-6 894
394,395,955628.0,3644300.0,261.0,5121.0,29997.0,728300.0,7566900.0,2955600,3410827.0,13765322.0,39254.0,34892.0,7566900.0,0,0,0,0,0,0,0
395,396,754443.0,3225200.0,179.0,4509.0,27457.0,112300.0,255023.0,1706904,2929287.0,12119519.0,47780.0,40572.0,255023.0,509 951,804 019,364 702,-381,4 519,0,1 910 937
396,397,572221.0,4692.0,131.0,338986.0,2610358.0,233300.0,451216.0,1850916,2657627.0,10841982.0,0.0,39201.0,451216.0,555 905,893 959,392 707,-172,529,0,1 006 965
397,398,1058000.0,4351.0,137.0,337101.0,3110912.0,1665500.0,401361.0,1850178,383000.0,1560000.0,0.0,29385.0,401361.0,609 828,1 015 415,409 039,-245,4 647,0,1 516 890
398,399,1196000.0,3698.0,1444657.0,351009.0,3007526.0,2136600.0,307423.0,2512900,325000.0,1023000.0,0.0,2815418.0,307423.0,439 600,1 131 874,134 000,0,4 402,0,154 339
399,400,1135000.0,3294.0,1337506.0,321639.0,2551002.0,2216600.0,577588.0,85956,0.0,1842000.0,5675.0,3460191.0,577588.0,0,0,0,0,0,0,0
400,401,0.0,29607153.0,1404568.0,106459.0,1418000.0,2285900.0,596869.0,167240,24821.0,0.0,5411.0,3511419.0,596869.0,1 772 000,251 249,36 334,1 277,0,0,7 816 647
401,402,130581.0,28082970.0,1103568.0,93947.0,1296000.0,3442800.0,601003.0,217416,26983.0,45060.0,585400.0,3140994.0,601003.0,1 865 000,267 817,38 953,679,0,-1,-8 399 142
402,403,91525.0,25977050.0,219000.0,102270.0,0.0,564500.0,616794.0,155975,29276.0,55510.0,400500.0,1386000.0,616794.0,2 188 000,286 461,51 140,410,0,0,-18 735 912
403,404,77799.0,24158551.0,196000.0,113773.0,125274.0,304500.0,3072000.0,423228,44215.0,121014.0,616200.0,1215000.0,3072000.0,2 276 000,272 767,55 819,820,0,0,-4 294 495
404,405,56022.0,733000.0,154000.0,19621.0,163518.0,484500.0,3377400.0,446240,15000.0,237905.0,1320700.0,1249000.0,3377400.0,0,0,0,0,0,0,0
405,406,5260.0,800000.0,0.0,22846.0,134625.0,462100.0,4306900.0,464438,16210.0,296720.0,8256.0,0.0,4306900.0,5 549 200,953 840,10 655,1 693,0,0,-58 604
406,407,4430.0,3670000.0,27555.0,26256.0,0.0,510589.0,4317200.0,494118,19030.0,312160.0,4776.0,97360.0,4317200.0,5 966 100,1 040 488,12 717,1 580,0,0,-79 521
407,408,4260.0,0.0,7184.0,0.0,43950.0,550361.0,2140844.0,1535900,21080.0,350710.0,7367.0,119230.0,2140844.0,6 883 400,1 172 875,15 335,3 587,0,0,-65 144
408,409,4020.0,83376.0,4886.0,3109.0,45460.0,344786.0,2374879.0,1843400,20680.0,355790.0,3110.0,98360.0,2374879.0,6 389 400,479 358,15 606,0,0,0,0
409,410,4204.0,87953.0,4421.0,3467.0,46760.0,1159109.0,2669372.0,1753000,3970.0,81353.0,106037.0,0.0,2669372.0,0,0,0,0,0,0,0
410,411,3731.0,173043.0,3740.0,3764.0,37600.0,3046600.0,2473670.0,2121700,5055.0,81876.0,179973.0,79840.0,2473670.0,764 427,284 868,84 442,-27 000,0,0,-11 193
411,412,3433.0,154155.0,3740.0,0.0,58756.0,3992000.0,1027865.0,966498,5555.0,88759.0,158831.0,81950.0,1027865.0,803 971,303 023,88 198,-25 000,0,0,-7 240
412,413,3988.0,217520.0,3500.0,10908000.0,65400.0,5286000.0,1119044.0,1034960,9518.0,87894.0,156423.0,80530.0,1119044.0,841 848,286 242,120 763,-10 000,0,0,-25 773
413,414,3402.0,218500.0,4400.0,12485000.0,63780.0,6405900.0,1186077.0,1122722,9823.0,0.0,136391.0,75740.0,1186077.0,881 800,231 100,-71 649,-17 000,0,-1 000,-11 417
414,415,3688.0,220080.0,336.0,13718000.0,54655.0,55168.0,1217000.0,1121966,11107.0,0.0,158850.0,60390.0,1217000.0,0,0,0,0,0,0,0
415,416,4008.0,222500.0,335.0,13016000.0,55065.0,63974.0,5585300.0,331849,11995.0,0.0,144979.0,59906.0,5585300.0,1 329 270,231 591,-13 857,-8 600,0,0,113 282
416,417,4665.0,113822.0,294.0,265500.0,58564.0,60049.0,5761700.0,376759,302200.0,13407.0,191584.0,65727.0,5761700.0,1 410 300,245 987,1 628,-19 100,0,0,130 320
417,418,2294000.0,121025.0,289.0,269500.0,56933.0,71804.0,9884100.0,379409,301100.0,10434.0,10805.0,65203.0,9884100.0,1 534 239,288 224,9 462,-17 200,0,0,158 940
418,419,2309700.0,126279.0,309.0,291800.0,43009.0,4547344.0,10066200.0,373000,327700.0,2457100.0,7704.0,25383.0,10066200.0,1 642 800,396 374,-9 000,-7 000,0,0,-113 000
419,420,2474400.0,130606.0,2567.0,270000.0,624900.0,3927760.0,25577400.0,2412100,382000.0,2918600.0,7085.0,23212.0,25577400.0,0,0,0,0,0,0,0
420,421,2441600.0,24442.0,14425.0,451400.0,666400.0,2342498.0,21367500.0,2490800,82.0,3575400.0,16800.0,24046.0,21367500.0,4 987 469,519 148,138 354,67,0,0,19 985
421,422,3447.0,26347.0,17242.0,574641.0,756800.0,3685670.0,27148200.0,2268300,109.0,4073800.0,1260.0,0.0,27148200.0,4 891 000,518 106,159 900,16,0,0,22 041
422,423,1865.0,45660.0,20992.0,589745.0,644500.0,546000.0,28005400.0,1613000,130.0,2210.0,32.0,612900.0,28005400.0,5 332 000,534 910,170 033,-64,0,0,32 109
423,424,3145.0,40496.0,29600.0,450867.0,5756.0,710000.0,25145800.0,12626400,70474.0,2541.0,10847.0,662000.0,25145800.0,5 871 000,552 631,236 313,0,0,0,37 309
424,425,2195.0,622400.0,16400.0,63039.0,3324.0,913000.0,24769700.0,10061600,64993.0,2015.0,0.0,654200.0,24769700.0,0,0,0,0,0,0,0
425,426,23822.0,661400.0,36800.0,67555.0,4609.0,0.0,24638000.0,10438600,65475.0,2788.0,4530000.0,612900.0,24638000.0,4 598 400,509 951,4 589,83 600,-299,0,5 506
426,427,30177.0,707700.0,50900.0,73210.0,3215.0,141992.0,22884700.0,12035000,64993.0,253856.0,5027000.0,3371.0,22884700.0,4 590 000,555 905,6 806,98 500,-92,5 944,6 710
427,428,26975.0,680900.0,944.0,90646.0,222527.0,112216.0,7114922.0,12960400,8469.0,317757.0,9644000.0,2829.0,7114922.0,4 354 500,609 828,10 403,98 500,-546,0,8 327
428,429,29393.0,95.0,518.0,69435.0,200654.0,33790.0,7623465.0,12893200,8724.0,337448.0,12801000.0,2648.0,7623465.0,3 798 500,439 600,8 152,104 700,-519,0,10 180
429,430,219489.0,1129.0,389.0,64558.0,219524.0,77614.0,10938240.0,12258000,7630.0,412310.0,36300.0,2726.0,10938240.0,0,0,0,0,0,0,0
